gene_name,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Myo1b,P46735,MYO1B_MOUSE,reviewed,Unconventional myosin-Ib (MIH-L) (Myosin I alpha) (MMI-alpha) (MMIa),Myo1b,Mus musculus (Mouse),1107
Nab1,Q61122,NAB1_MOUSE,reviewed,NGFI-A-binding protein 1 (EGR-1-binding protein 1),Nab1,Mus musculus (Mouse),486
Pgap1,Q3UUQ7,PGAP1_MOUSE,reviewed,GPI inositol-deacylase (EC 3.1.-.-) (Post-GPI attachment to proteins factor 1),Pgap1,Mus musculus (Mouse),922
Sf3b1,Q99NB9,SF3B1_MOUSE,reviewed,Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155),Sf3b1 Sap155,Mus musculus (Mouse),1304
Hspd1,P63038,CH60_MOUSE,reviewed,"60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (HSP-65) (Heat shock protein 60) (HSP-60) (Hsp60) (Mitochondrial matrix protein P1)",Hspd1 Hsp60,Mus musculus (Mouse),573
Satb2,Q8VI24,SATB2_MOUSE,reviewed,DNA-binding protein SATB2 (Special AT-rich sequence-binding protein 2),Satb2 Kiaa1034,Mus musculus (Mouse),733
Ino80d,Q66JY2,IN80D_MOUSE,reviewed,INO80 complex subunit D,Ino80d,Mus musculus (Mouse),1021
Fzd5,Q9EQD0,FZD5_MOUSE,reviewed,Frizzled-5 (Fz-5) (mFz5),Fzd5,Mus musculus (Mouse),585
Plekhm3,Q8BM47,PKHM3_MOUSE,reviewed,Pleckstrin homology domain-containing family M member 3 (PH domain-containing family M member 3) (Differentiation-associated protein),Plekhm3 Dapr,Mus musculus (Mouse),761
Idh1,O88844,IDHC_MOUSE,reviewed,Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase),Idh1,Mus musculus (Mouse),414
Acadl,P51174,ACADL_MOUSE,reviewed,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial (LCAD) (EC 1.3.8.8)",Acadl,Mus musculus (Mouse),430
Igfbp5,Q07079,IBP5_MOUSE,reviewed,Insulin-like growth factor-binding protein 5 (IBP-5) (IGF-binding protein 5) (IGFBP-5),Igfbp5 Igfbp-5,Mus musculus (Mouse),271
Tmbim1,Q8BJZ3,LFG3_MOUSE,reviewed,Protein lifeguard 3 (Responsive to centrifugal force and shear stress gene 1 protein) (Protein RECS1) (Transmembrane BAX inhibitor motif-containing protein 1),Tmbim1 Lfg3 Recs1,Mus musculus (Mouse),309
Usp37,Q8C0R0,UBP37_MOUSE,reviewed,Ubiquitin carboxyl-terminal hydrolase 37 (EC 3.4.19.12) (Deubiquitinating enzyme 37) (Ubiquitin thioesterase 37) (Ubiquitin-specific-processing protease 37),Usp37 Kiaa1594,Mus musculus (Mouse),979
Ihh,P97812,IHH_MOUSE,reviewed,Indian hedgehog protein (IHH) (HHG-2) [Cleaved into: Indian hedgehog protein N-product; Indian hedgehog protein C-product],Ihh,Mus musculus (Mouse),411
Cnppd1,Q8K158,CNPD1_MOUSE,reviewed,Protein CNPPD1,Cnppd1,Mus musculus (Mouse),407
Tuba4a,P68368,TBA4A_MOUSE,reviewed,Tubulin alpha-4A chain (Alpha-tubulin 4) (Alpha-tubulin isotype M-alpha-4) (Tubulin alpha-4 chain),Tuba4a Tuba4,Mus musculus (Mouse),448
Dnpep,Q9Z2W0,DNPEP_MOUSE,reviewed,Aspartyl aminopeptidase (EC 3.4.11.21),Dnpep,Mus musculus (Mouse),473
Epha4,Q03137,EPHA4_MOUSE,reviewed,Ephrin type-A receptor 4 (EC 2.7.10.1) (Tyrosine-protein kinase receptor MPK-3) (Tyrosine-protein kinase receptor SEK-1),Epha4 Sek Sek1,Mus musculus (Mouse),986
Trip12,G5E870,TRIPC_MOUSE,reviewed,E3 ubiquitin-protein ligase TRIP12 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase TRIP12) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12),Trip12,Mus musculus (Mouse),2025
Ncl,P09405,NUCL_MOUSE,reviewed,Nucleolin (Protein C23),Ncl Nuc,Mus musculus (Mouse),707
Stk25,Q9Z2W1,STK25_MOUSE,reviewed,Serine/threonine-protein kinase 25 (EC 2.7.11.1) (Ste20-like kinase) (Sterile 20/oxidant stress-response kinase 1) (SOK-1) (Ste20/oxidant stress response kinase 1),Stk25 Sok1,Mus musculus (Mouse),426
Kdsr,Q6GV12,KDSR_MOUSE,reviewed,3-ketodihydrosphingosine reductase (KDS reductase) (EC 1.1.1.102) (3-dehydrosphinganine reductase) (Follicular variant translocation protein 1 homolog) (FVT-1),Kdsr Fvt1,Mus musculus (Mouse),332
Vps4b,P46467,VPS4B_MOUSE,reviewed,Vacuolar protein sorting-associated protein 4B (EC 3.6.4.6) (Suppressor of K(+) transport growth defect 1) (Protein SKD1),Vps4b Skd1,Mus musculus (Mouse),444
Ptpn4,Q9WU22,PTN4_MOUSE,reviewed,Tyrosine-protein phosphatase non-receptor type 4 (EC 3.1.3.48) (Testis-enriched protein tyrosine phosphatase),Ptpn4,Mus musculus (Mouse),926
Insig2,Q91WG1,INSI2_MOUSE,reviewed,Insulin-induced gene 2 protein (INSIG-2),Insig2,Mus musculus (Mouse),225
Actr3,Q99JY9,ARP3_MOUSE,reviewed,Actin-related protein 3 (Actin-like protein 3),Actr3 Arp3,Mus musculus (Mouse),418
Pfkfb2,P70265,F262_MOUSE,reviewed,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 (6PF-2-K/Fru-2,6-P2ase 2) (PFK/FBPase 2) (6PF-2-K/Fru-2,6-P2ase heart-type isozyme) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]",Pfkfb2,Mus musculus (Mouse),519
Mapkapk2,P49138,MAPK2_MOUSE,reviewed,MAP kinase-activated protein kinase 2 (MAPK-activated protein kinase 2) (MAPKAP kinase 2) (MAPKAP-K2) (MAPKAPK-2) (MK-2) (MK2) (EC 2.7.11.1),Mapkapk2 Rps6kc1,Mus musculus (Mouse),386
Mfsd4,Q6PDC8,MFD4A_MOUSE,reviewed,Major facilitator superfamily domain-containing protein 4A (Major facilitator superfamily domain-containing protein 4),Mfsd4a Mfsd4,Mus musculus (Mouse),510
Cdk18,Q04899,CDK18_MOUSE,reviewed,Cyclin-dependent kinase 18 (EC 2.7.11.22) (Cell division protein kinase 18) (PCTAIRE-motif protein kinase 3) (Serine/threonine-protein kinase PCTAIRE-3),Cdk18 Pctaire3 Pctk3,Mus musculus (Mouse),451
Mdm4,O35618,MDM4_MOUSE,reviewed,Protein Mdm4 (Double minute 4 protein) (Mdm2-like p53-binding protein) (Protein Mdmx) (p53-binding protein Mdm4),Mdm4 Mdmx,Mus musculus (Mouse),489
Zc3h11a,Q6NZF1,ZC11A_MOUSE,reviewed,Zinc finger CCCH domain-containing protein 11A,Zc3h11a Kiaa0663,Mus musculus (Mouse),792
Btg2,Q04211,BTG2_MOUSE,reviewed,Protein BTG2 (BTG family member 2) (NGF-inducible protein TIS21),Btg2 Tis21,Mus musculus (Mouse),158
Tmem183a,Q9JJB9,TM183_MOUSE,reviewed,Transmembrane protein 183,Tmem183 Tmem183a MNCb-2755,Mus musculus (Mouse),375
Elf3,Q3UPW2,ELF3_MOUSE,reviewed,ETS-related transcription factor Elf-3 (E74-like factor 3) (Epithelial-restricted with serine box) (Epithelium-restricted Ets protein ESX) (Epithelium-specific Ets transcription factor 1) (ESE-1),Elf3 Ert Esx Jen,Mus musculus (Mouse),391
Cfh,P06909,CFAH_MOUSE,reviewed,Complement factor H (Protein beta-1-H),Cfh Hf1,Mus musculus (Mouse),1234
Rgs2,O08849,RGS2_MOUSE,reviewed,Regulator of G-protein signaling 2 (RGS2),Rgs2,Mus musculus (Mouse),211
Dhx9,O70133,DHX9_MOUSE,reviewed,ATP-dependent RNA helicase A (EC 3.6.4.13) (DEAH box protein 9) (mHEL-5) (Nuclear DNA helicase II) (NDH II) (RNA helicase A) (RHA),Dhx9 Ddx9,Mus musculus (Mouse),1380
Cep350,E9Q309,CE350_MOUSE,reviewed,Centrosome-associated protein 350 (Cep350),Cep350 Kiaa0480,Mus musculus (Mouse),3095
Tor1aip1,Q921T2,TOIP1_MOUSE,reviewed,Torsin-1A-interacting protein 1 (Lamina-associated polypeptide 1B) (LAP1B),Tor1aip1,Mus musculus (Mouse),595
Soat1,Q61263,SOAT1_MOUSE,reviewed,Sterol O-acyltransferase 1 (EC 2.3.1.26) (Acyl-coenzyme A:cholesterol acyltransferase 1) (ACAT-1) (Cholesterol acyltransferase 1),Soat1 Acact,Mus musculus (Mouse),540
Prdx6,O08709,PRDX6_MOUSE,reviewed,Peroxiredoxin-6 (EC 1.11.1.15) (1-Cys peroxiredoxin) (1-Cys PRX) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Antioxidant protein 2) (Non-selenium glutathione peroxidase) (NSGPx),Prdx6 Aop2 Ltw4 Prdx5,Mus musculus (Mouse),224
Prdx6,P99029,PRDX5_MOUSE,reviewed,"Peroxiredoxin-5, mitochondrial (EC 1.11.1.15) (Antioxidant enzyme B166) (AOEB166) (Liver tissue 2D-page spot 2D-0014IV) (PLP) (Peroxiredoxin V) (Prx-V) (Peroxisomal antioxidant enzyme) (Thioredoxin peroxidase PMP20)",Prdx5 Prdx6,Mus musculus (Mouse),210
Prrc2c,Q3TLH4,PRC2C_MOUSE,reviewed,Protein PRRC2C (BAT2 domain-containing protein 1) (HLA-B-associated transcript 2-like 2) (Proline-rich and coiled-coil-containing protein 2C),Prrc2c Bat2d Bat2d1 Bat2l2 Kiaa1096,Mus musculus (Mouse),2846
Atp1b1,P14094,AT1B1_MOUSE,reviewed,Sodium/potassium-transporting ATPase subunit beta-1 (Sodium/potassium-dependent ATPase subunit beta-1),Atp1b1 Atp4b,Mus musculus (Mouse),304
Sft2d2,Q8VD57,SFT2B_MOUSE,reviewed,Vesicle transport protein SFT2B (SFT2 domain-containing protein 2),Sft2d2,Mus musculus (Mouse),159
Mpzl1,Q3TEW6,MPZL1_MOUSE,reviewed,Myelin protein zero-like protein 1 (Protein zero-related),Mpzl1 Pzr,Mus musculus (Mouse),270
Pou2f1,P25425,PO2F1_MOUSE,reviewed,"POU domain, class 2, transcription factor 1 (NF-A1) (Octamer-binding protein 1) (Oct-1) (Octamer-binding transcription factor 1) (OTF-1)",Pou2f1 Oct-1 Otf-1 Otf1,Mus musculus (Mouse),770
Uck2,Q99PM9,UCK2_MOUSE,reviewed,Uridine-cytidine kinase 2 (UCK 2) (EC 2.7.1.48) (Cytidine monophosphokinase 2) (Uridine monophosphokinase 2),Uck2 Umpk,Mus musculus (Mouse),261
Uhmk1,P97343,UHMK1_MOUSE,reviewed,Serine/threonine-protein kinase Kist (EC 2.7.11.1) (Kinase interacting with stathmin) (PAM COOH-terminal interactor protein 2) (P-CIP2) (U2AF homology motif kinase 1),Uhmk1 Kis Kist,Mus musculus (Mouse),419
Atf6,F6VAN0,ATF6A_MOUSE,reviewed,Cyclic AMP-dependent transcription factor ATF-6 alpha (cAMP-dependent transcription factor ATF-6 alpha) (Activating transcription factor 6 alpha) (ATF6-alpha) [Cleaved into: Processed cyclic AMP-dependent transcription factor ATF-6 alpha],Atf6,Mus musculus (Mouse),656
Ncstn,P57716,NICA_MOUSE,reviewed,Nicastrin,Ncstn,Mus musculus (Mouse),708
Pea15a,Q62048,PEA15_MOUSE,reviewed,Astrocytic phosphoprotein PEA-15 (15 kDa phosphoprotein enriched in astrocytes),Pea15 Pea15a,Mus musculus (Mouse),130
Fh1,P97807,FUMH_MOUSE,reviewed,"Fumarate hydratase, mitochondrial (Fumarase) (EC 4.2.1.2) (EF-3)",Fh Fh1,Mus musculus (Mouse),507
Akt3,Q9WUA6,AKT3_MOUSE,reviewed,RAC-gamma serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-3) (Protein kinase B gamma) (PKB gamma) (RAC-PK-gamma),Akt3,Mus musculus (Mouse),479
Adss,P46664,PURA2_MOUSE,reviewed,"Adenylosuccinate synthetase isozyme 2 (AMPSase 2) (AdSS 2) (EC 6.3.4.4) (Adenylosuccinate synthetase, acidic isozyme) (Adenylosuccinate synthetase, liver isozyme) (L-type adenylosuccinate synthetase) (IMP--aspartate ligase 2)",Adss2 Adss,Mus musculus (Mouse),456
Hnrnpu,Q8VEK3,HNRPU_MOUSE,reviewed,Heterogeneous nuclear ribonucleoprotein U (hnRNP U) (Scaffold-attachment factor A) (SAF-A),Hnrnpu Hnrpu,Mus musculus (Mouse),800
Smyd3,Q9CWR2,SMYD3_MOUSE,reviewed,Histone-lysine N-methyltransferase SMYD3 (EC 2.1.1.43) (SET and MYND domain-containing protein 3) (Zinc finger MYND domain-containing protein 1),Smyd3 Zmynd1,Mus musculus (Mouse),428
Wdr26,Q8C6G8,WDR26_MOUSE,reviewed,WD repeat-containing protein 26,Wdr26,Mus musculus (Mouse),641
Capn2,O08529,CAN2_MOUSE,reviewed,Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain),Capn2,Mus musculus (Mouse),700
Prox1,P48437,PROX1_MOUSE,reviewed,Prospero homeobox protein 1 (Homeobox prospero-like protein PROX1) (PROX-1),Prox1,Mus musculus (Mouse),737
Vash2,Q8C5G2,VASH2_MOUSE,reviewed,Tubulinyl-Tyr carboxypeptidase 2 (EC 3.4.17.17) (Vasohibin-2) (Vasohibin-like protein),Vash2 Vashl,Mus musculus (Mouse),355
Atf3,Q60765,ATF3_MOUSE,reviewed,Cyclic AMP-dependent transcription factor ATF-3 (cAMP-dependent transcription factor ATF-3) (Activating transcription factor 3) (Transcription factor LRG-21),Atf3,Mus musculus (Mouse),181
Ppp2r5a,Q6PD03,2A5A_MOUSE,reviewed,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform (PP2A B subunit isoform B'-alpha) (PP2A B subunit isoform B56-alpha) (PP2A B subunit isoform PR61-alpha) (PR61alpha) (PP2A B subunit isoform R5-alpha),Ppp2r5a,Mus musculus (Mouse),486
Mthfd1l,Q3V3R1,C1TM_MOUSE,reviewed,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial (EC 6.3.4.3) (Formyltetrahydrofolate synthetase)",Mthfd1l Fthfsdc1,Mus musculus (Mouse),977
Armt1,A6H630,ARMT1_MOUSE,reviewed,Damage-control phosphatase ARMT1 (EC 3.1.3.-) (Acidic residue methyltransferase 1) (Protein-glutamate O-methyltransferase) (EC 2.1.1.-) (Sugar phosphate phosphatase ARMT1),Armt1,Mus musculus (Mouse),439
Cited2,O35740,CITE2_MOUSE,reviewed,Cbp/p300-interacting transactivator 2 (MSG-related protein 1) (MRG-1) (P35srj),Cited2 Mrg1 Msg2,Mus musculus (Mouse),269
Perp,Q9JK95,PERP_MOUSE,reviewed,p53 apoptosis effector related to PMP-22 (Keratinocyte-associated protein 1) (KCP-1),Perp Krtcap1,Mus musculus (Mouse),193
Ifngr1,P15261,INGR1_MOUSE,reviewed,Interferon gamma receptor 1 (IFN-gamma receptor 1) (IFN-gamma-R1) (Interferon gamma receptor alpha-chain) (IFN-gamma-R-alpha) (CD antigen CD119),Ifngr1 Ifngr,Mus musculus (Mouse),477
Map3k5,O35099,M3K5_MOUSE,reviewed,Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 1) (ASK-1) (MAPK/ERK kinase kinase 5) (MEK kinase 5) (MEKK 5),Map3k5 Ask1 Mekk5,Mus musculus (Mouse),1380
Map7,O88735,MAP7_MOUSE,reviewed,Ensconsin (Epithelial microtubule-associated protein of 115 kDa) (E-MAP-115) (Microtubule-associated protein 7) (MAP-7),Map7 Mtap7,Mus musculus (Mouse),730
Hbs1l,Q69ZS7,HBS1L_MOUSE,reviewed,HBS1-like protein,Hbs1l Hbs1 Kiaa1038,Mus musculus (Mouse),682
Sgk1,Q9WVC6,SGK1_MOUSE,reviewed,Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1),Sgk1 Sgk,Mus musculus (Mouse),431
Raet1e,Q9CZQ6,RAE1E_MOUSE,reviewed,Retinoic acid early-inducible protein 1-epsilon (RAE-1-epsilon),Raet1e,Mus musculus (Mouse),251
H60b,B1B212,H60B_MOUSE,reviewed,Histocompatibility antigen 60b,H60b,Mus musculus (Mouse),251
Stx7,O70439,STX7_MOUSE,reviewed,Syntaxin-7,Stx7 Syn7,Mus musculus (Mouse),261
Ptprk,P35822,PTPRK_MOUSE,reviewed,Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48),Ptprk Ptpk,Mus musculus (Mouse),1457
Cd164,Q9R0L9,MUC24_MOUSE,reviewed,Sialomucin core protein 24 (MUC-24) (Endolyn) (Multi-glycosylated core protein 24) (MGC-24) (MGC-24v) (CD antigen CD164),Cd164,Mus musculus (Mouse),197
Ostm1,Q8BGT0,OSTM1_MOUSE,reviewed,Osteopetrosis-associated transmembrane protein 1 (Chloride channel 7 beta subunit) (Grey-lethal protein),Ostm1 Gl,Mus musculus (Mouse),338
Sec63,Q8VHE0,SEC63_MOUSE,reviewed,Translocation protein SEC63 homolog,Sec63 Sec63l,Mus musculus (Mouse),760
Scml4,Q80VG1,SCML4_MOUSE,reviewed,Sex comb on midleg-like protein 4,Scml4,Mus musculus (Mouse),408
Pdss2,Q33DR3,DLP1_MOUSE,reviewed,Decaprenyl-diphosphate synthase subunit 2 (EC 2.5.1.91) (All-trans-decaprenyl-diphosphate synthase subunit 2) (Decaprenyl pyrophosphate synthase subunit 2) (Solanesyl-diphosphate synthase subunit 2),Pdss2 Dlp1,Mus musculus (Mouse),401
Cd24a,P24807,CD24_MOUSE,reviewed,Signal transducer CD24 (Lymphocyte antigen 52) (Ly-52) (M1/69-J11D heat stable antigen) (HSA) (Nectadrin) (R13-Ag) (X62 heat stable antigen) (CD antigen CD24),Cd24 Cd24a Ly-52,Mus musculus (Mouse),76
Ascc3,E9PZJ8,ASCC3_MOUSE,reviewed,Activating signal cointegrator 1 complex subunit 3 (EC 3.6.4.12),Ascc3,Mus musculus (Mouse),2198
Dcbld1,Q9D4J3,DCBD1_MOUSE,reviewed,"Discoidin, CUB and LCCL domain-containing protein 1",Dcbld1,Mus musculus (Mouse),503
Nus1,Q99LJ8,NGBR_MOUSE,reviewed,Dehydrodolichyl diphosphate synthase complex subunit Nus1 (EC 2.5.1.87) (Nogo-B receptor) (NgBR) (Nuclear undecaprenyl pyrophosphate synthase 1 homolog),Nus1 D10Ertd438e Ngbr,Mus musculus (Mouse),297
Smpdl3a,P70158,ASM3A_MOUSE,reviewed,Acid sphingomyelinase-like phosphodiesterase 3a (ASM-like phosphodiesterase 3a) (EC 3.1.4.-),Smpdl3a Asml3a,Mus musculus (Mouse),445
Gcc2,Q8CHG3,GCC2_MOUSE,reviewed,GRIP and coiled-coil domain-containing protein 2 (185 kDa Golgi coiled-coil protein) (GCC185),Gcc2 Kiaa0336,Mus musculus (Mouse),1679
Ranbp2,Q9ERU9,RBP2_MOUSE,reviewed,E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (Ran-binding protein 2) (RanBP2),Ranbp2,Mus musculus (Mouse),3053
Micu1,Q8VCX5,MICU1_MOUSE,reviewed,"Calcium uptake protein 1, mitochondrial (Calcium-binding atopy-related autoantigen 1 homolog)",Micu1 Cbara1,Mus musculus (Mouse),477
Dnajb12,Q9QYI4,DJB12_MOUSE,reviewed,DnaJ homolog subfamily B member 12 (mDj10),Dnajb12,Mus musculus (Mouse),376
Spock2,Q9ER58,TICN2_MOUSE,reviewed,"Testican-2 (SPARC/osteonectin, CWCV, and Kazal-like domains proteoglycan 2)",Spock2 Ticn2,Mus musculus (Mouse),423
Psap,Q61207,SAP_MOUSE,reviewed,Prosaposin (Sulfated glycoprotein 1) (SGP-1) [Cleaved into: Saposin-A; Saposin-B-Val; Saposin-B; Saposin-C; Saposin-D],Psap Sgp1,Mus musculus (Mouse),557
Slc25a16,Q8C0K5,GDC_MOUSE,reviewed,Graves disease carrier protein homolog (GDC) (Mitochondrial solute carrier protein homolog) (Solute carrier family 25 member 16),Slc25a16 Gda,Mus musculus (Mouse),332
Herc4,Q6PAV2,HERC4_MOUSE,reviewed,Probable E3 ubiquitin-protein ligase HERC4 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 4) (HECT-type E3 ubiquitin transferase HERC4),Herc4,Mus musculus (Mouse),1057
Jmjd1c,Q69ZK6,JHD2C_MOUSE,reviewed,Probable JmjC domain-containing histone demethylation protein 2C (EC 1.14.11.-) (Jumonji domain-containing protein 1C),Jmjd1c Jhdm2c Kiaa1380,Mus musculus (Mouse),2350
Ank3,G5E8K5,ANK3_MOUSE,reviewed,Ankyrin-3 (ANK-3) (Ankyrin-G),Ank3,Mus musculus (Mouse),1961
Ipmk,Q7TT16,IPMK_MOUSE,reviewed,"Inositol polyphosphate multikinase (EC 2.7.1.140) (EC 2.7.1.151) (EC 2.7.1.153) (Inositol 1,3,4,6-tetrakisphosphate 5-kinase)",Ipmk Impk Ipk2,Mus musculus (Mouse),396
Zwint,Q9CQU5,ZWINT_MOUSE,reviewed,ZW10 interactor (ZW10-interacting protein 1) (Zwint-1),Zwint D10Ertd749e,Mus musculus (Mouse),252
Bcr,Q6PAJ1,BCR_MOUSE,reviewed,Breakpoint cluster region protein (EC 2.7.11.1),Bcr Kiaa3017,Mus musculus (Mouse),1270
Pttg1ip,Q8R143,PTTG_MOUSE,reviewed,Pituitary tumor-transforming gene 1 protein-interacting protein (Pituitary tumor-transforming gene protein-binding factor) (PBF) (PTTG-binding factor),Pttg1ip,Mus musculus (Mouse),174
Ube2g2,P60605,UB2G2_MOUSE,reviewed,Ubiquitin-conjugating enzyme E2 G2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme G2) (Ubiquitin carrier protein G2) (Ubiquitin-protein ligase G2),Ube2g2,Mus musculus (Mouse),165
Icosl,Q9JHJ8,ICOSL_MOUSE,reviewed,ICOS ligand (B7 homolog 2) (B7-H2) (B7-like protein Gl50) (B7-related protein 1) (B7RP-1) (LICOS) (CD antigen CD275),Icoslg B7h2 B7rp1 Icosl,Mus musculus (Mouse),322
Cdc34,Q8CFI2,UB2R1_MOUSE,reviewed,Ubiquitin-conjugating enzyme E2 R1 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme R1) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme R1) (Ubiquitin-conjugating enzyme E2-32 kDa complementing) (Ubiquitin-conjugating enzyme E2-CDC34) (Ubiquitin-protein ligase R1),Cdc34 Ubch3 Ube2r1,Mus musculus (Mouse),235
Bsg,P18572,BASI_MOUSE,reviewed,Basigin (Basic immunoglobulin superfamily) (HT7 antigen) (Membrane glycoprotein gp42) (CD antigen CD147),Bsg,Mus musculus (Mouse),389
Hcn2,O88703,HCN2_MOUSE,reviewed,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2 (Brain cyclic nucleotide-gated channel 2) (BCNG-2) (Hyperpolarization-activated cation channel 1) (HAC-1),Hcn2 Bcng2 Hac1,Mus musculus (Mouse),863
Misp,Q9D279,MISP_MOUSE,reviewed,Mitotic interactor and substrate of PLK1 (Mitotic spindle positioning protein),Misp,Mus musculus (Mouse),648
Ptbp1,P17225,PTBP1_MOUSE,reviewed,Polypyrimidine tract-binding protein 1 (PTB) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I),Ptbp1 Ptb,Mus musculus (Mouse),527
Stk11,Q9WTK7,STK11_MOUSE,reviewed,Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1 homolog) (LKB1) (mLKB1),Stk11 Lkb1,Mus musculus (Mouse),436
Midn,Q3TPJ7,MIDN_MOUSE,reviewed,Midnolin (Midbrain nucleolar protein),Midn,Mus musculus (Mouse),465
Scamp4,Q9JKV5,SCAM4_MOUSE,reviewed,Secretory carrier-associated membrane protein 4 (SC4) (Secretory carrier membrane protein 4),Scamp4,Mus musculus (Mouse),230
Zbtb7a,O88939,ZBT7A_MOUSE,reviewed,Zinc finger and BTB domain-containing protein 7A (Leukemia/lymphoma-related factor) (POZ and Krueppel erythroid myeloid ontogenic factor) (POK erythroid myeloid ontogenic factor) (Pokemon),Zbtb7a Lrf Zbtb7,Mus musculus (Mouse),569
Eef2,P58252,EF2_MOUSE,reviewed,Elongation factor 2 (EF-2),Eef2,Mus musculus (Mouse),858
Dapk3,O54784,DAPK3_MOUSE,reviewed,Death-associated protein kinase 3 (DAP kinase 3) (EC 2.7.11.1) (DAP-like kinase) (Dlk) (MYPT1 kinase) (ZIP-kinase),Dapk3 Zipk,Mus musculus (Mouse),448
Mfsd12,Q3U481,MFS12_MOUSE,reviewed,Major facilitator superfamily domain-containing protein 12,Mfsd12,Mus musculus (Mouse),476
Ttc41,Q692V3,TTC41_MOUSE,reviewed,Tetratricopeptide repeat protein 41 (TPR repeat protein 41) (Grp94-neighboring nucleotidase),Ttc41 GNN,Mus musculus (Mouse),1318
Arl1,P61211,ARL1_MOUSE,reviewed,ADP-ribosylation factor-like protein 1,Arl1,Mus musculus (Mouse),181
Slc5a8,Q8BYF6,SC5A8_MOUSE,reviewed,Sodium-coupled monocarboxylate transporter 1 (Electrogenic sodium monocarboxylate cotransporter) (Solute carrier family 5 member 8),Slc5a8 Smct Smct1,Mus musculus (Mouse),611
Uhrf1bp1l,A2RSJ4,UH1BL_MOUSE,reviewed,UHRF1-binding protein 1-like (Syntaxin-6 Habc-interacting protein of 164 kDa),Uhrf1bp1l Kiaa0701 Ship164,Mus musculus (Mouse),1457
Cdk17,Q8K0D0,CDK17_MOUSE,reviewed,Cyclin-dependent kinase 17 (EC 2.7.11.22) (Cell division protein kinase 17) (PCTAIRE-motif protein kinase 2) (Serine/threonine-protein kinase PCTAIRE-2),Cdk17 Pctaire2 Pctk2,Mus musculus (Mouse),523
Tmcc3,Q8R310,TMCC3_MOUSE,reviewed,Transmembrane and coiled-coil domain protein 3,Tmcc3,Mus musculus (Mouse),477
Eea1,Q8BL66,EEA1_MOUSE,reviewed,Early endosome antigen 1,Eea1,Mus musculus (Mouse),1411
Galnt4,O08832,GALT4_MOUSE,reviewed,Polypeptide N-acetylgalactosaminyltransferase 4 (EC 2.4.1.41) (Polypeptide GalNAc transferase 4) (GalNAc-T4) (pp-GaNTase 4) (Protein-UDP acetylgalactosaminyltransferase 4) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 4),Galnt4,Mus musculus (Mouse),578
Poc1b,Q8BHD1,POC1B_MOUSE,reviewed,POC1 centriolar protein homolog B (WD repeat-containing protein 51B),Poc1b Wdr51b,Mus musculus (Mouse),476
Dusp6,Q9DBB1,DUS6_MOUSE,reviewed,Dual specificity protein phosphatase 6 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 3) (MAP kinase phosphatase 3) (MKP-3),Dusp6 Mkp3,Mus musculus (Mouse),381
