gene_name,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Parp1,P11103,PARP1_MOUSE,reviewed,Poly [ADP-ribose] polymerase 1 (PARP-1) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 1) (ARTD1) (DNA ADP-ribosyltransferase PARP1) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 1) (ADPRT 1) (Poly[ADP-ribose] synthase 1) (msPARP) (Protein poly-ADP-ribosyltransferase PARP1) (EC 2.4.2.-),Parp1 Adprp Adprt Adprt1,Mus musculus (Mouse),1013
Eprs,Q8CGC7,SYEP_MOUSE,reviewed,Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)],Eprs1 Eprs Qprs,Mus musculus (Mouse),1512
Esrrg,P62509,ERR3_MOUSE,reviewed,Estrogen-related receptor gamma (Estrogen receptor-related protein 3) (Nuclear receptor subfamily 3 group B member 3),Esrrg Err3 Kiaa0832 Nr3b3,Mus musculus (Mouse),458
Ptpn14,Q62130,PTN14_MOUSE,reviewed,Tyrosine-protein phosphatase non-receptor type 14 (EC 3.1.3.48) (Protein-tyrosine phosphatase PTP36),Ptpn14,Mus musculus (Mouse),1189
Tmem206,Q9D771,PACC1_MOUSE,reviewed,Proton-activated chloride channel (PAC) (Transmembrane protein 206),Pacc1 Tmem206,Mus musculus (Mouse),350
Ints7,Q7TQK1,INT7_MOUSE,reviewed,Integrator complex subunit 7 (Int7),Ints7,Mus musculus (Mouse),966
Nek2,O35942,NEK2_MOUSE,reviewed,Serine/threonine-protein kinase Nek2 (EC 2.7.11.1) (Never in mitosis A-related kinase 2) (NimA-related protein kinase 2),Nek2,Mus musculus (Mouse),443
Lamb3,Q61087,LAMB3_MOUSE,reviewed,Laminin subunit beta-3 (Epiligrin subunit bata) (Kalinin B1 chain) (Kalinin subunit beta) (Laminin-5 subunit beta) (Nicein subunit beta),Lamb3,Mus musculus (Mouse),1168
Xkr4,Q5GH67,XKR4_MOUSE,reviewed,XK-related protein 4,Xkr4 Xrg4,Mus musculus (Mouse),647
Mrpl15,Q9CPR5,RM15_MOUSE,reviewed,"39S ribosomal protein L15, mitochondrial (L15mt) (MRP-L15)",Mrpl15,Mus musculus (Mouse),295
Vcpip1,Q8CDG3,VCIP1_MOUSE,reviewed,Deubiquitinating protein VCPIP1 (EC 3.4.19.12) (Valosin-containing protein p97/p47 complex-interacting protein 1) (Valosin-containing protein p97/p47 complex-interacting protein p135) (VCP/p47 complex-interacting 135-kDa protein),Vcpip1 Vcip135,Mus musculus (Mouse),1220
Arfgef1,G3X9K3,BIG1_MOUSE,reviewed,Brefeldin A-inhibited guanine nucleotide-exchange protein 1 (BIG1) (Brefeldin A-inhibited GEP 1) (ADP-ribosylation factor guanine nucleotide-exchange factor 1),Arfgef1,Mus musculus (Mouse),1846
Ncoa2,Q61026,NCOA2_MOUSE,reviewed,Nuclear receptor coactivator 2 (NCoA-2) (Glucocorticoid receptor-interacting protein 1) (GRIP-1) (Steroid receptor coactivator 2) (SRC-2) (Transcriptional intermediary factor 2),Ncoa2 Grip1 Src2 Tif2,Mus musculus (Mouse),1462
Ube2w,Q8VDW4,UBE2W_MOUSE,reviewed,Ubiquitin-conjugating enzyme E2 W (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme W) (N-terminal E2 ubiquitin-conjugating enzyme) (EC 2.3.2.25) (N-terminus-conjugating E2) (Ubiquitin carrier protein W) (Ubiquitin-protein ligase W),Ube2w,Mus musculus (Mouse),151
Tram2,Q924Z5,TRAM2_MOUSE,reviewed,Translocating chain-associated membrane protein 2,Tram2,Mus musculus (Mouse),370
Smap1,Q91VZ6,SMAP1_MOUSE,reviewed,Stromal membrane-associated protein 1,Smap1,Mus musculus (Mouse),440
Smap1,Q99KD5,UN45A_MOUSE,reviewed,Protein unc-45 homolog A (Unc-45A) (Stromal membrane-associated protein 1) (SMAP-1),Unc45a Smap1,Mus musculus (Mouse),944
Ptp4a1,Q63739,TP4A1_MOUSE,reviewed,Protein tyrosine phosphatase type IVA 1 (EC 3.1.3.48) (Protein-tyrosine phosphatase 4a1) (Protein-tyrosine phosphatase of regenerating liver 1) (PRL-1),Ptp4a1 Prl1,Mus musculus (Mouse),173
Fam168b,Q80XQ8,F168B_MOUSE,reviewed,Myelin-associated neurite-outgrowth inhibitor (Mani),Fam168b Kiaa4042,Mus musculus (Mouse),194
Uggt1,Q6P5E4,UGGG1_MOUSE,reviewed,UDP-glucose:glycoprotein glucosyltransferase 1 (UGT1) (EC 2.4.1.-) (UDP--Glc:glycoprotein glucosyltransferase) (UDP-glucose ceramide glucosyltransferase-like 1),Uggt1 Gt Ugcgl1 Uggt Ugt1 Ugtr,Mus musculus (Mouse),1551
Kansl3,A2RSY1,KANL3_MOUSE,reviewed,KAT8 regulatory NSL complex subunit 3 (NSL complex protein NSL3) (Non-specific lethal 3 homolog),Kansl3 Kiaa1310 Nsl3,Mus musculus (Mouse),903
Lman2l,P59481,LMA2L_MOUSE,reviewed,VIP36-like protein (Lectin mannose-binding 2-like) (LMAN2-like protein),Lman2l Vipl,Mus musculus (Mouse),347
Sema4c,Q64151,SEM4C_MOUSE,reviewed,Semaphorin-4C (M-Sema F) (Semaphorin-C-like 1) (Sema I) (Semaphorin I),Sema4c S4c Semacl1 Semai,Mus musculus (Mouse),834
Tmem131,O70472,TM131_MOUSE,reviewed,Transmembrane protein 131 (Protein RW1),Tmem131 D1Bwg0491e Kiaa0257 Rw1,Mus musculus (Mouse),1877
Mgat4a,Q812G0,MGT4A_MOUSE,reviewed,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A (EC 2.4.1.145) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVa) (GlcNAc-T IVa) (GnT-IVa) (N-acetylglucosaminyltransferase IVa) (UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVa) [Cleaved into: Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A soluble form]",Mgat4a,Mus musculus (Mouse),535
Aff3,P51827,AFF3_MOUSE,reviewed,AF4/FMR2 family member 3 (Lymphoid nuclear protein related to AF4) (Protein LAF-4),Aff3 Laf4,Mus musculus (Mouse),1254
Tgfbrap1,Q3UR70,TGFA1_MOUSE,reviewed,Transforming growth factor-beta receptor-associated protein 1 (TGF-beta receptor-associated protein 1) (TRAP-1) (TRAP1),Tgfbrap1,Mus musculus (Mouse),860
Fhl2,O70433,FHL2_MOUSE,reviewed,Four and a half LIM domains protein 2 (FHL-2) (Skeletal muscle LIM-protein 3) (SLIM-3),Fhl2,Mus musculus (Mouse),279
Uxs1,Q91XL3,UXS1_MOUSE,reviewed,UDP-glucuronic acid decarboxylase 1 (EC 4.1.1.35) (UDP-glucuronate decarboxylase 1) (UGD) (UXS-1),Uxs1,Mus musculus (Mouse),420
Col5a2,Q3U962,CO5A2_MOUSE,reviewed,Collagen alpha-2(V) chain,Col5a2,Mus musculus (Mouse),1497
Nabp1,Q8BGW5,SOSB2_MOUSE,reviewed,SOSS complex subunit B2 (Nucleic acid-binding protein 1) (Oligonucleotide/oligosaccharide-binding fold-containing protein 2A) (Sensor of single-strand DNA complex subunit B2) (Sensor of ssDNA subunit B2) (SOSS-B2) (Single-stranded DNA-binding protein 2),Nabp1 Obfc2a Ssb2,Mus musculus (Mouse),198
Myo1b,P46735,MYO1B_MOUSE,reviewed,Unconventional myosin-Ib (MIH-L) (Myosin I alpha) (MMI-alpha) (MMIa),Myo1b,Mus musculus (Mouse),1107
Gls,D3Z7P3,GLSK_MOUSE,reviewed,"Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2) [Cleaved into: Glutaminase kidney isoform, mitochondrial 68 kDa chain; Glutaminase kidney isoform, mitochondrial 65 kDa chain]",Gls Gls1 Kiaa0838,Mus musculus (Mouse),674
Nab1,Q61122,NAB1_MOUSE,reviewed,NGFI-A-binding protein 1 (EGR-1-binding protein 1),Nab1,Mus musculus (Mouse),486
Stk17b,Q8BG48,ST17B_MOUSE,reviewed,Serine/threonine-protein kinase 17B (EC 2.7.11.1) (DAP kinase-related apoptosis-inducing protein kinase 2),Stk17b Drak2,Mus musculus (Mouse),372
Pgap1,Q3UUQ7,PGAP1_MOUSE,reviewed,GPI inositol-deacylase (EC 3.1.-.-) (Post-GPI attachment to proteins factor 1),Pgap1,Mus musculus (Mouse),922
Ankrd44,B2RXR6,ANR44_MOUSE,reviewed,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B (PP6-ARS-B) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-B) (Ankyrin repeat domain-containing protein 44),Ankrd44,Mus musculus (Mouse),993
Sf3b1,Q99NB9,SF3B1_MOUSE,reviewed,Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155),Sf3b1 Sap155,Mus musculus (Mouse),1304
Hspd1,P63038,CH60_MOUSE,reviewed,"60 kDa heat shock protein, mitochondrial (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin 60) (CPN60) (HSP-65) (Heat shock protein 60) (HSP-60) (Hsp60) (Mitochondrial matrix protein P1)",Hspd1 Hsp60,Mus musculus (Mouse),573
Satb2,Q8VI24,SATB2_MOUSE,reviewed,DNA-binding protein SATB2 (Special AT-rich sequence-binding protein 2),Satb2 Kiaa1034,Mus musculus (Mouse),733
Clk1,P22518,CLK1_MOUSE,reviewed,Dual specificity protein kinase CLK1 (EC 2.7.12.1) (CDC-like kinase 1) (Protein kinase STY),Clk1 Clk Sty,Mus musculus (Mouse),483
Wdr12,Q9JJA4,WDR12_MOUSE,reviewed,Ribosome biogenesis protein WDR12 (WD repeat-containing protein 12),Wdr12 MNCb-5414,Mus musculus (Mouse),423
Ino80d,Q66JY2,IN80D_MOUSE,reviewed,INO80 complex subunit D,Ino80d,Mus musculus (Mouse),1021
Klf7,Q99JB0,KLF7_MOUSE,reviewed,Krueppel-like factor 7,Klf7,Mus musculus (Mouse),301
Fzd5,Q9EQD0,FZD5_MOUSE,reviewed,Frizzled-5 (Fz-5) (mFz5),Fzd5,Mus musculus (Mouse),585
Plekhm3,Q8BM47,PKHM3_MOUSE,reviewed,Pleckstrin homology domain-containing family M member 3 (PH domain-containing family M member 3) (Differentiation-associated protein),Plekhm3 Dapr,Mus musculus (Mouse),761
Idh1,O88844,IDHC_MOUSE,reviewed,Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase),Idh1,Mus musculus (Mouse),414
Acadl,P51174,ACADL_MOUSE,reviewed,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial (LCAD) (EC 1.3.8.8)",Acadl,Mus musculus (Mouse),430
Igfbp5,Q07079,IBP5_MOUSE,reviewed,Insulin-like growth factor-binding protein 5 (IBP-5) (IGF-binding protein 5) (IGFBP-5),Igfbp5 Igfbp-5,Mus musculus (Mouse),271
Tmbim1,Q8BJZ3,LFG3_MOUSE,reviewed,Protein lifeguard 3 (Responsive to centrifugal force and shear stress gene 1 protein) (Protein RECS1) (Transmembrane BAX inhibitor motif-containing protein 1),Tmbim1 Lfg3 Recs1,Mus musculus (Mouse),309
Usp37,Q8C0R0,UBP37_MOUSE,reviewed,Ubiquitin carboxyl-terminal hydrolase 37 (EC 3.4.19.12) (Deubiquitinating enzyme 37) (Ubiquitin thioesterase 37) (Ubiquitin-specific-processing protease 37),Usp37 Kiaa1594,Mus musculus (Mouse),979
Ihh,P97812,IHH_MOUSE,reviewed,Indian hedgehog protein (IHH) (HHG-2) [Cleaved into: Indian hedgehog protein N-product; Indian hedgehog protein C-product],Ihh,Mus musculus (Mouse),411
Cnppd1,Q8K158,CNPD1_MOUSE,reviewed,Protein CNPPD1,Cnppd1,Mus musculus (Mouse),407
Tuba4a,P68368,TBA4A_MOUSE,reviewed,Tubulin alpha-4A chain (Alpha-tubulin 4) (Alpha-tubulin isotype M-alpha-4) (Tubulin alpha-4 chain),Tuba4a Tuba4,Mus musculus (Mouse),448
Dnpep,Q9Z2W0,DNPEP_MOUSE,reviewed,Aspartyl aminopeptidase (EC 3.4.11.21),Dnpep,Mus musculus (Mouse),473
Epha4,Q03137,EPHA4_MOUSE,reviewed,Ephrin type-A receptor 4 (EC 2.7.10.1) (Tyrosine-protein kinase receptor MPK-3) (Tyrosine-protein kinase receptor SEK-1),Epha4 Sek Sek1,Mus musculus (Mouse),986
Trip12,G5E870,TRIPC_MOUSE,reviewed,E3 ubiquitin-protein ligase TRIP12 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase TRIP12) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12),Trip12,Mus musculus (Mouse),2025
Ncl,P09405,NUCL_MOUSE,reviewed,Nucleolin (Protein C23),Ncl Nuc,Mus musculus (Mouse),707
Per2,O54943,PER2_MOUSE,reviewed,Period circadian protein homolog 2 (mPER2) (Circadian clock protein PERIOD 2),Per2,Mus musculus (Mouse),1257
Hdlbp,Q8VDJ3,VIGLN_MOUSE,reviewed,Vigilin (High density lipoprotein-binding protein) (HDL-binding protein),Hdlbp,Mus musculus (Mouse),1268
Stk25,Q9Z2W1,STK25_MOUSE,reviewed,Serine/threonine-protein kinase 25 (EC 2.7.11.1) (Ste20-like kinase) (Sterile 20/oxidant stress-response kinase 1) (SOK-1) (Ste20/oxidant stress response kinase 1),Stk25 Sok1,Mus musculus (Mouse),426
Kdsr,Q6GV12,KDSR_MOUSE,reviewed,3-ketodihydrosphingosine reductase (KDS reductase) (EC 1.1.1.102) (3-dehydrosphinganine reductase) (Follicular variant translocation protein 1 homolog) (FVT-1),Kdsr Fvt1,Mus musculus (Mouse),332
Vps4b,P46467,VPS4B_MOUSE,reviewed,Vacuolar protein sorting-associated protein 4B (EC 3.6.4.6) (Suppressor of K(+) transport growth defect 1) (Protein SKD1),Vps4b Skd1,Mus musculus (Mouse),444
Tsn,Q62348,TSN_MOUSE,reviewed,Translin (EC 3.1.-.-) (Component 3 of promoter of RISC) (C3PO) (Testis/brain RNA-binding protein) (TB-RBP),Tsn,Mus musculus (Mouse),228
Ptpn4,Q9WU22,PTN4_MOUSE,reviewed,Tyrosine-protein phosphatase non-receptor type 4 (EC 3.1.3.48) (Testis-enriched protein tyrosine phosphatase),Ptpn4,Mus musculus (Mouse),926
Insig2,Q91WG1,INSI2_MOUSE,reviewed,Insulin-induced gene 2 protein (INSIG-2),Insig2,Mus musculus (Mouse),225
Actr3,Q99JY9,ARP3_MOUSE,reviewed,Actin-related protein 3 (Actin-like protein 3),Actr3 Arp3,Mus musculus (Mouse),418
Pfkfb2,P70265,F262_MOUSE,reviewed,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 (6PF-2-K/Fru-2,6-P2ase 2) (PFK/FBPase 2) (6PF-2-K/Fru-2,6-P2ase heart-type isozyme) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]",Pfkfb2,Mus musculus (Mouse),519
Mapkapk2,P49138,MAPK2_MOUSE,reviewed,MAP kinase-activated protein kinase 2 (MAPK-activated protein kinase 2) (MAPKAP kinase 2) (MAPKAP-K2) (MAPKAPK-2) (MK-2) (MK2) (EC 2.7.11.1),Mapkapk2 Rps6kc1,Mus musculus (Mouse),386
Ikbke,Q9R0T8,IKKE_MOUSE,reviewed,Inhibitor of nuclear factor kappa-B kinase subunit epsilon (I-kappa-B kinase epsilon) (IKK-E) (IKK-epsilon) (IkBKE) (EC 2.7.11.10) (Inducible I kappa-B kinase) (IKK-i),Ikbke Ikke Ikki,Mus musculus (Mouse),717
Mfsd4,Q6PDC8,MFD4A_MOUSE,reviewed,Major facilitator superfamily domain-containing protein 4A (Major facilitator superfamily domain-containing protein 4),Mfsd4a Mfsd4,Mus musculus (Mouse),510
Cdk18,Q04899,CDK18_MOUSE,reviewed,Cyclin-dependent kinase 18 (EC 2.7.11.22) (Cell division protein kinase 18) (PCTAIRE-motif protein kinase 3) (Serine/threonine-protein kinase PCTAIRE-3),Cdk18 Pctaire3 Pctk3,Mus musculus (Mouse),451
Mdm4,O35618,MDM4_MOUSE,reviewed,Protein Mdm4 (Double minute 4 protein) (Mdm2-like p53-binding protein) (Protein Mdmx) (p53-binding protein Mdm4),Mdm4 Mdmx,Mus musculus (Mouse),489
Zc3h11a,Q6NZF1,ZC11A_MOUSE,reviewed,Zinc finger CCCH domain-containing protein 11A,Zc3h11a Kiaa0663,Mus musculus (Mouse),792
Btg2,Q04211,BTG2_MOUSE,reviewed,Protein BTG2 (BTG family member 2) (NGF-inducible protein TIS21),Btg2 Tis21,Mus musculus (Mouse),158
Tmem183a,Q9JJB9,TM183_MOUSE,reviewed,Transmembrane protein 183,Tmem183 Tmem183a MNCb-2755,Mus musculus (Mouse),375
Ppp1r12b,Q8BG95,MYPT2_MOUSE,reviewed,Protein phosphatase 1 regulatory subunit 12B (Myosin phosphatase-targeting subunit 2) (Myosin phosphatase target subunit 2),Ppp1r12b Mypt2,Mus musculus (Mouse),976
Elf3,Q3UPW2,ELF3_MOUSE,reviewed,ETS-related transcription factor Elf-3 (E74-like factor 3) (Epithelial-restricted with serine box) (Epithelium-restricted Ets protein ESX) (Epithelium-specific Ets transcription factor 1) (ESE-1),Elf3 Ert Esx Jen,Mus musculus (Mouse),391
Cfh,P06909,CFAH_MOUSE,reviewed,Complement factor H (Protein beta-1-H),Cfh Hf1,Mus musculus (Mouse),1234
Rgs2,O08849,RGS2_MOUSE,reviewed,Regulator of G-protein signaling 2 (RGS2),Rgs2,Mus musculus (Mouse),211
Pla2g4a,P47713,PA24A_MOUSE,reviewed,Cytosolic phospholipase A2 (cPLA2) (Phospholipase A2 group IVA) [Includes: Phospholipase A2 (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase); Lysophospholipase (EC 3.1.1.5)],Pla2g4a Cpla2 Pla2g4,Mus musculus (Mouse),748
Smg7,Q5RJH6,SMG7_MOUSE,reviewed,Protein SMG7 (EST1-like protein C) (SMG-7 homolog),Smg7 Est1c Kiaa0250,Mus musculus (Mouse),1138
Lamc2,Q61092,LAMC2_MOUSE,reviewed,Laminin subunit gamma-2 (Epiligrin subunit gamma) (Kalinin subunit gamma) (Kalinin/nicein/epiligrin 100 kDa subunit) (Laminin B2t chain) (Laminin-5 subunit gamma) (Nicein subunit gamma),Lamc2,Mus musculus (Mouse),1191
Dhx9,O70133,DHX9_MOUSE,reviewed,ATP-dependent RNA helicase A (EC 3.6.4.13) (DEAH box protein 9) (mHEL-5) (Nuclear DNA helicase II) (NDH II) (RNA helicase A) (RHA),Dhx9 Ddx9,Mus musculus (Mouse),1380
Cep350,E9Q309,CE350_MOUSE,reviewed,Centrosome-associated protein 350 (Cep350),Cep350 Kiaa0480,Mus musculus (Mouse),3095
Tor1aip1,Q921T2,TOIP1_MOUSE,reviewed,Torsin-1A-interacting protein 1 (Lamina-associated polypeptide 1B) (LAP1B),Tor1aip1,Mus musculus (Mouse),595
Soat1,Q61263,SOAT1_MOUSE,reviewed,Sterol O-acyltransferase 1 (EC 2.3.1.26) (Acyl-coenzyme A:cholesterol acyltransferase 1) (ACAT-1) (Cholesterol acyltransferase 1),Soat1 Acact,Mus musculus (Mouse),540
Fam20b,Q8VCS3,XYLK_MOUSE,reviewed,Glycosaminoglycan xylosylkinase (EC 2.7.1.-) (Xylose kinase),Fam20b,Mus musculus (Mouse),409
Rabgap1l,A6H6A9,RBG1L_MOUSE,reviewed,Rab GTPase-activating protein 1-like,Rabgap1l Hhl Kiaa0471,Mus musculus (Mouse),815
Prdx6,O08709,PRDX6_MOUSE,reviewed,Peroxiredoxin-6 (EC 1.11.1.27) (1-Cys peroxiredoxin) (1-Cys PRX) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Antioxidant protein 2) (Glutathione-dependent peroxiredoxin) (Lysophosphatidylcholine acyltransferase 5) (LPC acyltransferase 5) (LPCAT-5) (Lyso-PC acyltransferase 5) (EC 2.3.1.23) (Non-selenium glutathione peroxidase) (NSGPx),Prdx6 Aop2 Ltw4 Prdx5,Mus musculus (Mouse),224
Prdx6,P99029,PRDX5_MOUSE,reviewed,"Peroxiredoxin-5, mitochondrial (EC 1.11.1.24) (Antioxidant enzyme B166) (AOEB166) (Liver tissue 2D-page spot 2D-0014IV) (PLP) (Peroxiredoxin V) (Prx-V) (Peroxisomal antioxidant enzyme) (Thioredoxin peroxidase PMP20) (Thioredoxin-dependent peroxiredoxin 5)",Prdx5 Prdx6,Mus musculus (Mouse),210
Mettl13,Q91YR5,EFNMT_MOUSE,reviewed,eEF1A lysine and N-terminal methyltransferase (eEF1A-KNMT) (Methyltransferase-like protein 13) [Includes: eEF1A lysine methyltransferase (EC 2.1.1.-); eEF1A N-terminal methyltransferase (EC 2.1.1.-)],EEF1AKNMT Kiaa0859 Mettl13,Mus musculus (Mouse),698
Prrc2c,Q3TLH4,PRC2C_MOUSE,reviewed,Protein PRRC2C (BAT2 domain-containing protein 1) (HLA-B-associated transcript 2-like 2) (Proline-rich and coiled-coil-containing protein 2C),Prrc2c Bat2d Bat2d1 Bat2l2 Kiaa1096,Mus musculus (Mouse),2846
Atp1b1,P14094,AT1B1_MOUSE,reviewed,Sodium/potassium-transporting ATPase subunit beta-1 (Sodium/potassium-dependent ATPase subunit beta-1),Atp1b1 Atp4b,Mus musculus (Mouse),304
Sft2d2,Q8VD57,SFT2B_MOUSE,reviewed,Vesicle transport protein SFT2B (SFT2 domain-containing protein 2),Sft2d2,Mus musculus (Mouse),159
Mpzl1,Q3TEW6,MPZL1_MOUSE,reviewed,Myelin protein zero-like protein 1 (Protein zero-related),Mpzl1 Pzr,Mus musculus (Mouse),270
Pou2f1,P25425,PO2F1_MOUSE,reviewed,"POU domain, class 2, transcription factor 1 (NF-A1) (Octamer-binding protein 1) (Oct-1) (Octamer-binding transcription factor 1) (OTF-1)",Pou2f1 Oct-1 Otf-1 Otf1,Mus musculus (Mouse),770
Uck2,Q99PM9,UCK2_MOUSE,reviewed,Uridine-cytidine kinase 2 (UCK 2) (EC 2.7.1.48) (Cytidine monophosphokinase 2) (Uridine monophosphokinase 2),Uck2 Umpk,Mus musculus (Mouse),261
Uhmk1,P97343,UHMK1_MOUSE,reviewed,Serine/threonine-protein kinase Kist (EC 2.7.11.1) (Kinase interacting with stathmin) (PAM COOH-terminal interactor protein 2) (P-CIP2) (U2AF homology motif kinase 1),Uhmk1 Kis Kist,Mus musculus (Mouse),419
Atf6,F6VAN0,ATF6A_MOUSE,reviewed,Cyclic AMP-dependent transcription factor ATF-6 alpha (cAMP-dependent transcription factor ATF-6 alpha) (Activating transcription factor 6 alpha) (ATF6-alpha) [Cleaved into: Processed cyclic AMP-dependent transcription factor ATF-6 alpha],Atf6,Mus musculus (Mouse),656
Ndufs2,Q91WD5,NDUS2_MOUSE,reviewed,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)",Ndufs2,Mus musculus (Mouse),463
Ncstn,P57716,NICA_MOUSE,reviewed,Nicastrin,Ncstn,Mus musculus (Mouse),708
Pea15a,Q62048,PEA15_MOUSE,reviewed,Astrocytic phosphoprotein PEA-15 (15 kDa phosphoprotein enriched in astrocytes),Pea15 Pea15a,Mus musculus (Mouse),130
Fh1,P97807,FUMH_MOUSE,reviewed,"Fumarate hydratase, mitochondrial (Fumarase) (EC 4.2.1.2) (EF-3)",Fh Fh1,Mus musculus (Mouse),507
Akt3,Q9WUA6,AKT3_MOUSE,reviewed,RAC-gamma serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-3) (Protein kinase B gamma) (PKB gamma) (RAC-PK-gamma),Akt3,Mus musculus (Mouse),479
Adss,P46664,PURA2_MOUSE,reviewed,"Adenylosuccinate synthetase isozyme 2 (AMPSase 2) (AdSS 2) (EC 6.3.4.4) (Adenylosuccinate synthetase, acidic isozyme) (Adenylosuccinate synthetase, liver isozyme) (L-type adenylosuccinate synthetase) (IMP--aspartate ligase 2)",Adss2 Adss,Mus musculus (Mouse),456
Hnrnpu,Q8VEK3,HNRPU_MOUSE,reviewed,Heterogeneous nuclear ribonucleoprotein U (hnRNP U) (Scaffold-attachment factor A) (SAF-A),Hnrnpu Hnrpu,Mus musculus (Mouse),800
Smyd3,Q9CWR2,SMYD3_MOUSE,reviewed,Histone-lysine N-methyltransferase SMYD3 (EC 2.1.1.354) (SET and MYND domain-containing protein 3) (Zinc finger MYND domain-containing protein 1),Smyd3 Zmynd1,Mus musculus (Mouse),428
Nvl,Q9DBY8,NVL_MOUSE,reviewed,Nuclear valosin-containing protein-like (NVLp) (Nuclear VCP-like protein),Nvl,Mus musculus (Mouse),855
Wdr26,Q8C6G8,WDR26_MOUSE,reviewed,WD repeat-containing protein 26,Wdr26,Mus musculus (Mouse),641
Lbr,Q3U9G9,LBR_MOUSE,reviewed,Delta(14)-sterol reductase LBR (Delta-14-SR) (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (C-14 sterol reductase) (C14SR) (Integral nuclear envelope inner membrane protein) (Lamin-B receptor) (Sterol C14-reductase),Lbr,Mus musculus (Mouse),626
Capn2,O08529,CAN2_MOUSE,reviewed,Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain),Capn2,Mus musculus (Mouse),700
Mia3,Q8BI84,TGO1_MOUSE,reviewed,Transport and Golgi organization protein 1 homolog (TANGO1) (Melanoma inhibitory activity protein 3),Mia3 Kiaa0268 Tango,Mus musculus (Mouse),1930
Vash2,Q8C5G2,VASH2_MOUSE,reviewed,Tubulinyl-Tyr carboxypeptidase 2 (EC 3.4.17.17) (Vasohibin-2) (Vasohibin-like protein),Vash2 Vashl,Mus musculus (Mouse),355
Atf3,Q60765,ATF3_MOUSE,reviewed,Cyclic AMP-dependent transcription factor ATF-3 (cAMP-dependent transcription factor ATF-3) (Activating transcription factor 3) (Transcription factor LRG-21),Atf3,Mus musculus (Mouse),181
Ppp2r5a,Q6PD03,2A5A_MOUSE,reviewed,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform (PP2A B subunit isoform B'-alpha) (PP2A B subunit isoform B56-alpha) (PP2A B subunit isoform PR61-alpha) (PR61alpha) (PP2A B subunit isoform R5-alpha),Ppp2r5a,Mus musculus (Mouse),486
Mthfd1l,Q3V3R1,C1TM_MOUSE,reviewed,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial (EC 6.3.4.3) (Formyltetrahydrofolate synthetase)",Mthfd1l Fthfsdc1,Mus musculus (Mouse),977
Armt1,A6H630,ARMT1_MOUSE,reviewed,Damage-control phosphatase ARMT1 (EC 3.1.3.-) (Acidic residue methyltransferase 1) (Protein-glutamate O-methyltransferase) (EC 2.1.1.-) (Sugar phosphate phosphatase ARMT1),Armt1,Mus musculus (Mouse),439
